title,session_area,authors,affiliation,status,rating,avg_rating,openreview_urls,neurips_urls,all_urls,openreview_id,neurips_id,name,norm_title_nj,neurips_abstract,neurips_event_type,neurips_session,neurips_location,neurips_starttime,neurips_endtime,neurips_virtualsite_url,neurips_paper_url,neurips_decision,neurips_poster_position
How to Build Agents to Generate Kernels for Faster LLMs (and Other Models!),Tutorial,"sina rafati, Hao Li, Efthimios T Gianitsos, Sharon Zhou",,Accepted,,,,https://neurips.cc/virtual/2025/128792,https://neurips.cc/virtual/2025/128792,,128792,How to Build Agents to Generate Kernels for Faster LLMs (and Other Models!),how to build agents to generate kernels for faster llms (and other models!),"The compute demanded by modern AI has been exploding since 2016; the FLOPs used to train frontier models have grown at a rate of 2.4x per year [0], and the inference side is growing even faster—already an estimated 80% of total AI electricity use [1]. Large language models and other deep networks rely on highly tuned GPU kernels to achieve state-of-the-art performance; these efficient kernels directly translate to cost and energy savings. In this 2.5-hour in-person tutorial, we demonstrate how LLM-powered agents can generate and optimize GPU kernels for CUDA, HIP/ROCm, and Triton. We begin with a unified primer on GPU‐programming fundamentals and common tooling (memory hierarchy, occupancy, profilers), then introduce an agentic loop: prompt engineering, compiler/profiler feedback as tools, iterative kernel refinement, correctness validation, and automated benchmarking. We will provide additional benchmarking examples on HIP and Triton, on top of Stanford’s KernelBench that covers CUDA [2], KernelBot as reliable source of human curated dataset for heterogenous GPU code [3], and show how to turn runtime and profiler metrics into reward signals that drive kernel optimizations. On top of this loop, we build an inference-scaling framework in which the LLM proposes candidate kernels, compiles them, measures latency/throughput/energy, and feeds those signals back as rewards. By combining test-time scaling techniques the agent iteratively discovers increasingly accurate and efficient kernels. Attendees will compare generated code against expert kernels, inspect wins and losses. By the end, participants will walk away with a reproducible pipeline for LLM-driven GPU‐kernel optimization.",Tutorial,Tutorial,Don Alberto 2,2025-12-02T13:30:00,,https://neurips.cc/virtual/2025/128792,https://neurips.cc/virtual/2025/128792,,
Imageomics: Discovering Biological Knowledge from Images Using AI,Workshop,"Jianyang Gu, Sam Stevens, Zheda Mai, Kaiya Provost, Lily Weng, Sara Beery, Subhransu Maji, Anuj Karpatne, Ben Weinstein",,Accepted,,,,https://neurips.cc/virtual/2025/workshop/109558,https://neurips.cc/virtual/2025/workshop/109558,,109558,Imageomics: Discovering Biological Knowledge from Images Using AI,imageomics: discovering biological knowledge from images using ai,"Imageomics is an emerging interdisciplinary field at the crossroads of machine learning (ML), computer vision (CV), and biological sciences. It leverages visual data—from microscopic images of single-cell species to videos of megafauna—to extract and analyze biological information, specifically traits. By grounding ML models in existing scientific knowledge, Imageomics aims to make traits computable from images, facilitating insights into the evolution and function of living organisms. Imageomics poses research problems that resonate with the broad machine-learning community: multimodal representation learning, object detection and tracking, few-shot learning, imbalanced-class learning, video understanding, 3D modeling, hierarchical learning, etc. When people leverage ML tools to solve biological questions, the foundational bridges between ML and biological sciences also provide opportunities to address key challenges in ML, creating a virtuous cycle between the two fields.",Workshop,Workshop,Upper Level Room 32AB,2025-12-06T08:00:00,,https://neurips.cc/virtual/2025/workshop/109558,https://neurips.cc/virtual/2025/workshop/109558,,
Keep Vision Group (BTF),Workshop,Kevin Qinghong Lin,,Accepted,,,,https://neurips.cc/virtual/2025/workshop/129798,https://neurips.cc/virtual/2025/workshop/129798,,129798,Keep Vision Group (BTF),keep vision group (btf),,Workshop,Workshop,,,,https://neurips.cc/virtual/2025/workshop/129798,https://neurips.cc/virtual/2025/workshop/129798,,
IIT Delhi (BTF),Workshop,Sahil Mishra,,Accepted,,,,https://neurips.cc/virtual/2025/workshop/133260,https://neurips.cc/virtual/2025/workshop/133260,,133260,IIT Delhi (BTF),iit delhi (btf),,Workshop,Workshop,,,,https://neurips.cc/virtual/2025/workshop/133260,https://neurips.cc/virtual/2025/workshop/133260,,
"LAW 2025: Bridging Language, Agent, and World Models for Reasoning and Planning",Workshop,"Zhen Wang, Ziqiao Ma, Jessy Lin, Melanie Sclar, Jianwen Xie, Kelsey Allen, Alane Suhr, Jacob Andreas, Tianmin Shu, Zhiting Hu",,Accepted,,,,https://neurips.cc/virtual/2025/workshop/109552,https://neurips.cc/virtual/2025/workshop/109552,,109552,"LAW 2025: Bridging Language, Agent, and World Models for Reasoning and Planning","law 2025: bridging language, agent, and world models for reasoning and planning",,Workshop,Workshop,Upper Level Ballroom 20D,2025-12-07T08:00:00,,https://neurips.cc/virtual/2025/workshop/109552,https://neurips.cc/virtual/2025/workshop/109552,,
Kek (BTF),Workshop,Sam Ghahremani,,Accepted,,,,https://neurips.cc/virtual/2025/workshop/130331,https://neurips.cc/virtual/2025/workshop/130331,,130331,Kek (BTF),kek (btf),,Workshop,Workshop,,,,https://neurips.cc/virtual/2025/workshop/130331,https://neurips.cc/virtual/2025/workshop/130331,,
Learning from Time-Series for Health,Workshop,"Max Xu, Hyewon Jeong, Wanting Mao, Girish Narayanswamy, Sujay Nagaraj, Tom Hartvigsen, Xin Liu, Sana Tonekaboni, James Rehg",,Accepted,,,,https://neurips.cc/virtual/2025/workshop/109560,https://neurips.cc/virtual/2025/workshop/109560,,109560,Learning from Time-Series for Health,learning from time-series for health,"Time-series data underpin modern healthcare, spanning electronic health records, physiological waveforms, wearables, and population trends, yet their unique characteristics—including uncertain ground truth, quasi-periodic physiological motifs, and non-semantic timepoints—demand specialized machine learning approaches. While recent advances in foundation models, multimodal learning, and generative methods show promise, significant challenges remain in causality, interpretability, and deployment.  This workshop unites researchers across health time-series domains (from wearables to clinical systems) to address shared challenges through: (1) cross-domain discussion, (2) diverse industry/academic perspectives (featuring Google, Oura, Apple and 5 institutions), and (3) community engagement via posters, talks, and panels. By fostering cross-domain collaboration on physiological-aware methods, we aim to bridge the gap between cutting-edge ML and real-world healthcare impact.",Workshop,Workshop,Upper Level Room 28A-E,2025-12-07T08:00:00,,https://neurips.cc/virtual/2025/workshop/109560,https://neurips.cc/virtual/2025/workshop/109560,,
"Human-AI Alignment: Foundations, Methods, Practice, and Challenges",Tutorial,"Hua Shen, Mitchell Gordon, Adam Tauman Kalai",,Accepted,,,,https://neurips.cc/virtual/2025/109592,https://neurips.cc/virtual/2025/109592,,109592,"Human-AI Alignment: Foundations, Methods, Practice, and Challenges","human-ai alignment: foundations, methods, practice, and challenges",,Tutorial,Tutorial,Exhibit Hall F,2025-12-02T09:30:00,,https://neurips.cc/virtual/2025/109592,https://neurips.cc/virtual/2025/109592,,
Learning to Sense (L2S),Workshop,"Shashank Agnihotri, Mishal Fatima, Marius Bock, Kanchana Vaishnavi Gandikota, Jovita Lukasik, Margret Keuper, Michael Moeller",,Accepted,,,,https://neurips.cc/virtual/2025/workshop/109563,https://neurips.cc/virtual/2025/workshop/109563,,109563,Learning to Sense (L2S),learning to sense (l2s),"The workshop explores the joint optimization of sensors and machine learning models, pushing beyond traditional paradigms of data acquisition and processing. We aim to rethink the foundations of how machines sense the world by replacing hand-crafted ISPs, leveraging learnable sensor layouts, and adopting task-driven sensing strategies.

We welcome original contributions and position papers on the following topics (non-exhaustive):

- Sensor optimization for e.g. computer vision (bit-depth, pixel layouts, color filter design)

- RAW-to-task or RAW-to-label approaches for visual tasks

- Co-design of neural networks and sensor hardware

- Low-bit and energy-efficient sensing for embedded or mobile devices

- Benchmarks, datasets, and metrics for evaluating sensor-model pipelines

- Generalization and robustness of sensor-model systems in real-world conditions

- Failure case studies and negative results in joint optimization pipelines

Join us to engage with cutting-edge research and cross-disciplinary discussions that are shaping the future of sensor systems for real-world deployment across mobile, embedded, and autonomous platforms.",Workshop,Workshop,Upper Level Room 32AB,2025-12-07T08:00:00,,https://neurips.cc/virtual/2025/workshop/109563,https://neurips.cc/virtual/2025/workshop/109563,,
"Lock-LLM Workshop: Prevent Unauthorized Knowledge Use from Large Language Models - Deep Dive into Un-Distillate, Un-Finetunable, Un-Compressible, Un-Editable, and Un-Usable",Workshop,"Tianlong Chen, Ang Li, Furong Huang, Avi Schwarzschild, Neil Gong, Bo Li, Yuxiong He",,Accepted,,,,https://neurips.cc/virtual/2025/workshop/109568,https://neurips.cc/virtual/2025/workshop/109568,,109568,"Lock-LLM Workshop: Prevent Unauthorized Knowledge Use from Large Language Models - Deep Dive into Un-Distillate, Un-Finetunable, Un-Compressible, Un-Editable, and Un-Usable","lock-llm workshop: prevent unauthorized knowledge use from large language models - deep dive into un-distillate, un-finetunable, un-compressible, un-editable, and un-usable","Large Language Models (LLMs) have emerged as transformative tools across research and industry, revolutionizing how we interact with information. However, their immense capabilities bring critical security challenges—the same features that drive innovation can be exploited for malicious purposes through unauthorized distillation, fine-tuning, compression, or editing. These vulnerabilities pose severe threats, including intellectual property theft, the generation of sophisticated disinformation, the bypass of safety alignments, and the erosion of user trust in AI systems.<br><br>This workshop aims to bring together researchers and practitioners from academia and industry who are advancing the frontiers of LLM security and protection. We seek to confront the unauthorized use of LLMs head-on by exploring novel and robust mechanisms designed to make these models inherently resistant to exploitation while maintaining their beneficial capabilities. The workshop also hosts the 2025 TrustAI Rising Star Award.<br><br>Topics of interest include, but are not limited to:<br>1. Un-Distillable LLMs: Preventing unauthorized model replication and intellectual property theft<br>2. Un-Finetunable LLMs: Resisting malicious parameter updates and behavior alterations<br>3. Un-Compressible LLMs: Maintaining model integrity against unauthorized compression<br>4. Un-Editable LLMs: Safeguarding against knowledge tampering and misinformation injection<br>5. Un-Usable LLMs: Ensuring traceability and preventing misuse through watermarking and verification",Workshop,Workshop,Upper Level Room 1AB,2025-12-06T08:00:00,,https://neurips.cc/virtual/2025/workshop/109568,https://neurips.cc/virtual/2025/workshop/109568,,
Machine Learning and the Physical Sciences,Workshop,"Nicole Hartman, Garrett Merz, Vinicius Mikuni, Mariel Pettee, Sebastian Wagner-Carena, Antoine Wehenkel, Atilim Gunes Baydin, Kyle Cranmer, Siddharth Mishra-Sharma, Benjamin Nachman, Brian Nord, Savannah Thais",,Accepted,,,,https://neurips.cc/virtual/2025/workshop/109577,https://neurips.cc/virtual/2025/workshop/109577,,109577,Machine Learning and the Physical Sciences,machine learning and the physical sciences,"The Machine Learning and the Physical Sciences (ML4PS) workshop at NeurIPS is a unique gathering space for the growing community spearheading cross-cutting research topics at the intersection of machine learning (ML) and the physical sciences (PS). This includes the applications of ML to problems in the physical sciences (ML for PS) as well as developments in ML motivated by physical insights (PS for ML). The physical sciences are defined inclusively, including but not limited to physics, astronomy, cosmology, chemistry, biophysics, materials science, and Earth science. Join us to discuss the latest research at the convergence of these fields!",Workshop,Workshop,Upper Level Ballroom 6CF,2025-12-06T08:00:00,,https://neurips.cc/virtual/2025/workshop/109577,https://neurips.cc/virtual/2025/workshop/109577,,
MATH-AI: The 5th Workshop on Mathematical Reasoning and AI,Workshop,"Kaiyu Yang, Sophia S. Han, Pan Lu, Wei Xiong, Eric Zelikman, Yong Lin, Zhizhen Qin, Soonho Kong, He He, Dawn Song, Sanjeev Arora",,Accepted,,,,https://neurips.cc/virtual/2025/workshop/109565,https://neurips.cc/virtual/2025/workshop/109565,,109565,MATH-AI: The 5th Workshop on Mathematical Reasoning and AI,math-ai: the 5th workshop on mathematical reasoning and ai,,Workshop,Workshop,Upper Level Ballroom 6A,2025-12-06T08:00:00,,https://neurips.cc/virtual/2025/workshop/109565,https://neurips.cc/virtual/2025/workshop/109565,,
Michigan Technological University (BTF),Workshop,Yu Cai,,Accepted,,,,https://neurips.cc/virtual/2025/workshop/129336,https://neurips.cc/virtual/2025/workshop/129336,,129336,Michigan Technological University (BTF),michigan technological university (btf),,Workshop,Workshop,,,,https://neurips.cc/virtual/2025/workshop/129336,https://neurips.cc/virtual/2025/workshop/129336,,
MenaML (BTF),Workshop,Safa Messaoud,,Accepted,,,,https://neurips.cc/virtual/2025/workshop/129339,https://neurips.cc/virtual/2025/workshop/129339,,129339,MenaML (BTF),menaml (btf),,Workshop,Workshop,,,,https://neurips.cc/virtual/2025/workshop/129339,https://neurips.cc/virtual/2025/workshop/129339,,
NeurIPS 2025 Workshop on Socially Responsible and Trustworthy Foundation Models,Workshop,"Canyu Chen, Yue Huang, Zheyuan (Frank) Liu, Yilun Zhao, Zhaorun Chen, Haoyue Bai, Xuandong Zhao, Yiyou Sun, Junyuan Hong, Xuefeng Du, Jindong Gu, Arman Cohan, Xiangliang Zhang, Robert Nowak, Mohit Bansal, Yejin Choi, Dawn Song, Manling Li",,Accepted,,,,https://neurips.cc/virtual/2025/workshop/127834,https://neurips.cc/virtual/2025/workshop/127834,,127834,NeurIPS 2025 Workshop on Socially Responsible and Trustworthy Foundation Models,neurips 2025 workshop on socially responsible and trustworthy foundation models,"The Socially Responsible and Trustworthy Foundation Models (ResponsibleFM) Workshop at NeurIPS 2025 Mexico City is envisioned as a vital interdisciplinary forum dedicated to advancing ethical, inclusive, and socially conscious research practices in the rapidly evolving field of foundation models, including language models and multimodal models. As foundation models are tremendously reshaping human communication, decision-making, and societal infrastructures, there is a growing recognition of the profound impacts these systems can have, both positive and negative, on individuals and communities. In particular, previous research has documented a wide range of risks and harms associated with foundation models, including but not limited to bias and discrimination, misinformation propagation, privacy violations, environmental concerns, and unintended social consequences.",Workshop,Workshop,Don Alberto 1,2025-12-30T11:00:00,,https://neurips.cc/virtual/2025/workshop/127834,https://neurips.cc/virtual/2025/workshop/127834,,
Minorities in Medicine 501(c)(3) (BTF),Workshop,Waverly Rose Brim,,Accepted,,,,https://neurips.cc/virtual/2025/workshop/129341,https://neurips.cc/virtual/2025/workshop/129341,,129341,Minorities in Medicine 501(c)(3) (BTF),minorities in medicine 501(c)(3) (btf),,Workshop,Workshop,,,,https://neurips.cc/virtual/2025/workshop/129341,https://neurips.cc/virtual/2025/workshop/129341,,
Multimodal Algorithmic Reasoning Workshop,Workshop,"Anoop Cherian, Kuan-Chuan Peng, Suhas Lohit, Honglu Zhou, Kevin Smith, Josh Tenenbaum",,Accepted,,,,https://neurips.cc/virtual/2025/workshop/109561,https://neurips.cc/virtual/2025/workshop/109561,,109561,Multimodal Algorithmic Reasoning Workshop,multimodal algorithmic reasoning workshop,"Large AI frameworks have been increasing in their data modeling abilities at an ever more vigor in recent times, with compelling applications emerging frequently, many of which may even appear to challenge human intelligence. Yet despite such impressive performance, there remain open questions about whether these models include the foundations of general intelligence, or whether they perform these tasks without human-like understanding. This necessitates development of better tools for assessing these models in tandem with developing the models themselves. This workshop focuses on the topic of multimodal algorithmic reasoning, where an agent needs to assimilate information from multiple modalities towards deriving reasoning algorithms for complex problem solving. In the last year, we have seen rapid advances in AI capabilities that better bridge across modalities, bringing both optimism about superhuman capabilities and skepticism about the limits of current approaches. Through talks from outstanding researchers and faculty, we hope to dive deep into this exciting topic at the intersection of theory, multimodal learning and cognitive science to understand what we have achieved thus far in machine intelligence and what we are lacking in relation to the human way of thinking, towards finding the missing rungs on the ladder to truly intelligent reasoning.",Workshop,Workshop,Upper Level Room 11AB,2025-12-07T08:00:00,,https://neurips.cc/virtual/2025/workshop/109561,https://neurips.cc/virtual/2025/workshop/109561,,
"Model Merging: Theory, Practice and Applications",Tutorial,"Marco Ciccone, Malikeh Ehghaghi, Colin Raffel",,Accepted,,,,https://neurips.cc/virtual/2025/109593,https://neurips.cc/virtual/2025/109593,,109593,"Model Merging: Theory, Practice and Applications","model merging: theory, practice and applications",,Tutorial,Tutorial,Upper Level Room 30A-E,2025-12-02T09:30:00,,https://neurips.cc/virtual/2025/109593,https://neurips.cc/virtual/2025/109593,,
NeurIPS 2025 Workshop on Embodied and Safe-Assured Robotic Systems,Workshop,"Hu Cao, Derui Zhu, Alois Knoll, Shangding Gu, Costas J Spanos, Yiming Tang, Qiang Hu, Jiahui Geng, Xingcheng Zhou",,Accepted,,,,https://neurips.cc/virtual/2025/workshop/127833,https://neurips.cc/virtual/2025/workshop/127833,,127833,NeurIPS 2025 Workshop on Embodied and Safe-Assured Robotic Systems,neurips 2025 workshop on embodied and safe-assured robotic systems,"This workshop focuses on advancing safe and quality-assured embodied robotic systems. Embodied systems—including autonomous robots, self-driving vehicles, robotic arms, and humanoid robots—are increasingly deployed in safety-critical real-world scenarios. Ensuring their trustworthiness—encompassing safety, reliability, and predictable behavior—remains a pressing challenge. Despite notable progress in perception, reasoning, and control, many AI-based robotic systems still operate as “black boxes,” often exhibiting unpredictable behaviors. Failures can emerge from complex sensorimotor interactions, adversarial inputs, or novel environments, leading to safety incidents and diminished user trust.",Workshop,Workshop,Don Alberto 2,2025-12-30T11:00:00,,https://neurips.cc/virtual/2025/workshop/127833,https://neurips.cc/virtual/2025/workshop/127833,,
NeurIPS2025 Workshop Research Development of AI in Mexico: Main Applications,Workshop,"Ponciano Jorge Escamilla-Ambrosio, Gina Gallegos-Garcia, MIGUEL GONZALEZ-MENDOZA, Jose Martinez-Carranza",,Accepted,,,,https://neurips.cc/virtual/2025/workshop/127832,https://neurips.cc/virtual/2025/workshop/127832,,127832,NeurIPS2025 Workshop Research Development of AI in Mexico: Main Applications,neurips2025 workshop research development of ai in mexico: main applications,"The Research Development of AI in Mexico: Main Applications workshop seeks to showcase, strengthen, and connect the most impactful developments in Artificial Intelligence (AI) and Data Science emerging from Mexico and the broader Latin American region. Over the past four decades, Mexico has cultivated a robust research community in AI through pioneering contributions in areas such as computational intelligence, autonomous robotics, fuzzy systems, and natural language processing, led by institutions including CIC–IPN, INAOE, UNAM, ITESM, CINVESTAV, and Universidad Veracruzana.Today, the region is undergoing a strategic transformation, shifting from foundational research to the development of applied AI technologies addressing real-world needs in healthcare, education, agriculture, smart cities, cybersecurity, and sustainability. This evolution has been further propelled by increased access to open data, advances in computing infrastructure, and growing collaborations between academia, government, and industry.Despite these advances, Latin America faces distinctive challenges in the development and deployment of AI. These include limited funding, underrepresentation in global AI initiatives, digital inequality, and the need for responsible, inclusive, and culturally relevant AI systems. Additionally, emerging concerns related to AI ethics, algorithmic bias, and regulatory frameworks must be addressed proactively to ensure equitable and trustworthy technology adoption.This workshop aims to create a forum for researchers, students, practitioners, and policymakers to engage in meaningful dialogue about the current landscape and future directions of AI in Mexico and Latin America. By promoting interdisciplinary collaboration, the workshop will highlight impactful case studies, emerging research trajectories, and opportunities for cross-border cooperation, while fostering a shared vision for AI that is ethical, sustainable, and aligned with regional priorities.",Workshop,Workshop,Don Alberto 3,2025-12-30T11:00:00,,https://neurips.cc/virtual/2025/workshop/127832,https://neurips.cc/virtual/2025/workshop/127832,,
"NeurIPS 2025 Workshop on Space in Vision, Language, and Embodied AI",Workshop,"Ziqiao Ma, Freda Shi, Jiayuan Mao, Jiafei Duan, Manling Li, David Hsu, Parisa Kordjamshidi",,Accepted,,,,https://neurips.cc/virtual/2025/workshop/109546,https://neurips.cc/virtual/2025/workshop/109546,,109546,"NeurIPS 2025 Workshop on Space in Vision, Language, and Embodied AI","neurips 2025 workshop on space in vision, language, and embodied ai",,Workshop,Workshop,Upper Level Room 29A-D,2025-12-07T08:00:00,,https://neurips.cc/virtual/2025/workshop/109546,https://neurips.cc/virtual/2025/workshop/109546,,
New Perspectives in Graph Machine Learning,Workshop,"Zhiyang Wang, Juan Cervino, Luana Ruiz, Alejandro Ribeiro, Stefanie Jegelka, Charilaos Kanatsoulis",,Accepted,,,,https://neurips.cc/virtual/2025/workshop/109579,https://neurips.cc/virtual/2025/workshop/109579,,109579,New Perspectives in Graph Machine Learning,new perspectives in graph machine learning,,Workshop,Workshop,Exhibit Hall F,2025-12-07T08:00:00,,https://neurips.cc/virtual/2025/workshop/109579,https://neurips.cc/virtual/2025/workshop/109579,,
MIT-CALC (BTF),Workshop,Yuexing Hao,,Accepted,,,,https://neurips.cc/virtual/2025/workshop/129338,https://neurips.cc/virtual/2025/workshop/129338,,129338,MIT-CALC (BTF),mit-calc (btf),,Workshop,Workshop,,,,https://neurips.cc/virtual/2025/workshop/129338,https://neurips.cc/virtual/2025/workshop/129338,,
Non-Euclidean Foundation Models and Geometric Learning: Advancing AI Beyond Euclidean Frameworks,Workshop,"Menglin Yang, Neil He, Yifei Zhang, Weikang Qiu, Ngoc Bui, Jiahong Liu, Melanie Weber, Rex Ying",,Accepted,,,,https://neurips.cc/virtual/2025/workshop/109582,https://neurips.cc/virtual/2025/workshop/109582,,109582,Non-Euclidean Foundation Models and Geometric Learning: Advancing AI Beyond Euclidean Frameworks,non-euclidean foundation models and geometric learning: advancing ai beyond euclidean frameworks,"In the era of foundation models and Large Language Models (LLMs), Euclidean space is the de facto geometric setting of our machine learning architectures. However, recent literature has demonstrated that this choice comes with fundamental limitations. Non-Euclidean learning is quickly gaining traction. Non-Euclidean spaces, such as hyperbolic, spherical, and mixed-curvature spaces, have been shown to provide more efficient and effective representations for data with intrinsic geometric properties, like hierarchy, symmetry, and heterogeneity.<br><br>Integrating foundation models with non-Euclidean spaces has great potential to enhance their ability to capture and model the underlying structures and relationships in complex real-world data, leading to better performance, generalization, and interpretability. This workshop focuses on the intersection of Non-Euclidean representation learning and Foundation Models, exploring its potential benefits, challenges, and future directions.",Workshop,Workshop,Upper Level Room 8,2025-12-07T08:00:00,,https://neurips.cc/virtual/2025/workshop/109582,https://neurips.cc/virtual/2025/workshop/109582,,
NORA: The First Workshop on Knowledge Graphs & Agentic Systems Interplay,Workshop,"Btissam Er-Rahmadi, Sebastien Montella, Damien Graux, Hajira Jabeen",,Accepted,,,,https://neurips.cc/virtual/2025/workshop/127827,https://neurips.cc/virtual/2025/workshop/127827,,127827,NORA: The First Workshop on Knowledge Graphs & Agentic Systems Interplay,nora: the first workshop on knowledge graphs & agentic systems interplay,"Agents have experienced significant growth in recent years, largely due to the rapid technological advancements of Large Language Models (LLMs). Although these agents benefit from LLMs' advanced generation proficiency, they still suffer from catastrophic forgetting and a limited context window size compared to the agents' needs in terms of contextual information.  Knowledge Graphs (KGs) are a powerful paradigm for structuring and managing connected pieces of information while unlocking deeper insights than traditional methods. Their value is immense for tasks that require context, integration, and reasoning. However, this power comes at the cost of significant upfront and ongoing investment in construction, curation, and specialized expertise.   The first version of this workshop aims at analyzing and discussing emerging and novel practices, ongoing research and validated or deployed innovative solutions that showcase the growing synergy between LLMs agents and KGs.",Workshop,Workshop,Don Alberto 4,2025-12-01T06:00:00,,https://neurips.cc/virtual/2025/workshop/127827,https://neurips.cc/virtual/2025/workshop/127827,,
New Frontiers of Hyperparameter Optimization: Recent advances and open challenges in theory and practice,Tutorial,"Dravyansh Sharma, Colin White, Maria-Florina Balcan",,Accepted,,,,https://neurips.cc/virtual/2025/109594,https://neurips.cc/virtual/2025/109594,,109594,New Frontiers of Hyperparameter Optimization: Recent advances and open challenges in theory and practice,new frontiers of hyperparameter optimization: recent advances and open challenges in theory and practice,,Tutorial,Tutorial,Upper Level Ballroom 6CDEF,2025-12-02T09:30:00,,https://neurips.cc/virtual/2025/109594,https://neurips.cc/virtual/2025/109594,,
ML for Systems,Workshop,"Dan Zhang, Xinlei XU, Mangpo Phothilimthana, Divya Mahajan, Haoran Qiu, Patrick Musau",,Accepted,,,,https://neurips.cc/virtual/2025/workshop/109537,https://neurips.cc/virtual/2025/workshop/109537,,109537,ML for Systems,ml for systems,"The 9th Machine Learning for Systems (ML for Systems) workshop brings together researchers and practitioners applying machine learning to core computer systems challenges. This year, we focus on three themes: (1) using LLMs and agentic workflows for systems tasks such as program synthesis and adaptive optimization; (2) applying ML to manage the complexity of large-scale training and serving of multimodal and reasoning models; and (3) leveraging ML for sustainable computing, including energy-, power-, and carbon-aware optimization. The workshop will feature invited talks, contributed presentations, and discussions aimed at advancing the frontier of ML for Systems research.",Workshop,Workshop,Upper Level Room 5AB,2025-12-06T08:00:00,,https://neurips.cc/virtual/2025/workshop/109537,https://neurips.cc/virtual/2025/workshop/109537,,
ML x OR: Mathematical Foundations and Operational Integration of Machine Learning for Uncertainty-Aware Decision-Making,Workshop,"Jose Blanchet, Jing Dong, Henry Lam, Min-hwan Oh, Qiaomin Xie, Yao Xie, Assaf Zeevi, Enlu Zhou",,Accepted,,,,https://neurips.cc/virtual/2025/workshop/109555,https://neurips.cc/virtual/2025/workshop/109555,,109555,ML x OR: Mathematical Foundations and Operational Integration of Machine Learning for Uncertainty-Aware Decision-Making,ml x or: mathematical foundations and operational integration of machine learning for uncertainty-aware decision-making,"Much of traditional decision-making science is grounded in the mathematical formulations and analyses of structured systems to recommend decisions that are optimized, robust, and uncertainty-aware. This scientific approach, rooted in the field of Operations Research (OR), has evolved through decades of advancements in stochastic modeling, computational simulation and optimization, and exhibits key strengths in methodological rigor and uncertainty encoding. On the other hand, recent advances in the AI/ML space have eschewed this model-based paradigm and increasingly embraced, to great success, model-free algorithmic design frameworks. This workshop, which is the first NeurIPS workshop explicitly themed and structured on ML-OR synergization, aspires to present recent developments, challenges and emerging research to accelerate ML-OR synthesis. By integrating ML into established OR methodologies, we have the opportunities to produce more data-centric and adaptive solutions for complex decision-making tasks that could propel, in a much faster-paced manner, the frontier of ""optimality"" across many relevant applications. Concomitantly, the goal is also to explore how model-based principled OR approaches can help alleviate issues revolving around ""black box"" systems, and provide paths to enhance interpretability, trust, and performance analysis.",Workshop,Workshop,Upper Level Room 26AB,2025-12-06T08:00:00,,https://neurips.cc/virtual/2025/workshop/109555,https://neurips.cc/virtual/2025/workshop/109555,,
Olabisi Onabanjo University (BTF),Workshop,Sakinat Folorunso,,Accepted,,,,https://neurips.cc/virtual/2025/workshop/130782,https://neurips.cc/virtual/2025/workshop/130782,,130782,Olabisi Onabanjo University (BTF),olabisi onabanjo university (btf),,Workshop,Workshop,,,,https://neurips.cc/virtual/2025/workshop/130782,https://neurips.cc/virtual/2025/workshop/130782,,
"On the Science of “Alien Intelligences”: Evaluating Cognitive Capabilities in Babies, Animals, and AI",Invited Talk,Melanie Mitchell,,Accepted,,,,https://neurips.cc/virtual/2025/invited-talk/109607,https://neurips.cc/virtual/2025/invited-talk/109607,,109607,"On the Science of “Alien Intelligences”: Evaluating Cognitive Capabilities in Babies, Animals, and AI","on the science of “alien intelligences”: evaluating cognitive capabilities in babies, animals, and ai","Today’s generative AI systems—termed by some researchers as “alien intelligences”—have exceeded human performance on many benchmarks meant to test humanlike cognitive capabilities.  However, these systems still struggle in unhumanlike ways on real-world tasks requiring these capabilities.  This disconnect may be due in part to neglect in the AI community of well-founded experimental protocols for evaluating cognition.  In this talk I will summarize several recommendations on experimental methods from developmental and comparative psychology—fields that study the “alien intelligences” of babies and non-human animals—and demonstrate the application of such methods in two case studies of cognitive abilities in LLMs: analogical reasoning and visual abstraction.",Invited Talk,Invited Talk,"Exhibit Hall F,G,H",2025-12-04T14:30:00,,https://neurips.cc/virtual/2025/invited-talk/109607,https://neurips.cc/virtual/2025/invited-talk/109607,,
"On the Science of “Alien Intelligences”: Evaluating Cognitive Capabilities in Babies, Animals, and AI",Invited Talk,Melanie Mitchell,,Accepted,,,,https://neurips.cc/virtual/2025/invited-talk/129137,https://neurips.cc/virtual/2025/invited-talk/129137,,129137,"On the Science of “Alien Intelligences”: Evaluating Cognitive Capabilities in Babies, Animals, and AI","on the science of “alien intelligences”: evaluating cognitive capabilities in babies, animals, and ai","Today’s generative AI systems—termed by some researchers as “alien intelligences”—have exceeded human performance on many benchmarks meant to test humanlike cognitive capabilities.  However, these systems still struggle in unhumanlike ways on real-world tasks requiring these capabilities.  This disconnect may be due in part to neglect in the AI community of well-founded experimental protocols for evaluating cognition.  In this talk I will summarize several recommendations on experimental methods from developmental and comparative psychology—fields that study the “alien intelligences” of babies and non-human animals—and demonstrate the application of such methods in two case studies of cognitive abilities in LLMs: analogical reasoning and visual abstraction.",Invited Talk,Invited Talk,Don Alberto 1-4,2025-12-04T14:30:00,,https://neurips.cc/virtual/2025/invited-talk/129137,https://neurips.cc/virtual/2025/invited-talk/129137,,
